company_name,industry,company_size,annual_revenue,num_employees,lead_source,past_interactions,converted,created_at
Wilkerson Ltd,finance,4981,409023639,5264,email,2,1,2024-09-11 11:13:54.460553
Henderson-Bray,finance,2991,461521959,3526,web,1,1,2024-10-16 01:56:48.065332
"Krueger, Schneider and Frye",logistics,4706,527579639,4671,trade_show,0,1,2024-07-31 18:15:00.887349
"Schwartz, Washington and Williams",retail,554,210903196,411,trade_show,0,1,2024-05-08 21:27:55.282823
Combs PLC,technology,7561,885963225,6569,referral,1,1,2024-06-29 01:04:10.739668
"Owens, Owen and Salazar",finance,2864,597154544,2964,web,2,1,2025-01-04 23:08:28.946062
Bryan Ltd,manufacturing,3503,730458741,3023,referral,0,1,2024-10-14 15:21:50.094619
Hess Ltd,manufacturing,1973,985528442,2515,trade_show,2,1,2024-05-10 05:30:03.114861
"Harrison, Valdez and Holmes",finance,2152,19398336,1997,trade_show,3,1,2025-02-07 02:09:30.898554
Petersen-Mcdowell,technology,7336,583280778,7698,referral,2,1,2024-05-17 12:43:40.862161
Bryan PLC,logistics,500,258439380,369,cold_call,0,1,2024-07-29 18:38:16.581791
Burnett Group,retail,3201,320093652,3322,web,2,1,2024-11-04 09:45:01.599044
Hall-Jacobs,technology,5768,731353609,5779,trade_show,2,1,2024-04-21 17:00:37.731270
Rodriguez LLC,technology,3924,744306532,3198,trade_show,1,1,2025-03-03 20:02:16.210195
Gardner-Navarro,retail,6690,356497275,5570,web,1,1,2025-03-08 10:03:01.841720
Flores-Robinson,manufacturing,7882,754033983,5835,web,1,1,2024-09-30 04:34:38.234743
"Thompson, Daniels and Chaney",manufacturing,843,867500763,774,trade_show,1,1,2024-11-15 13:23:40.359508
Thomas-Torres,finance,6405,689666668,5753,email,2,1,2024-09-14 16:28:45.990507
"Wilson, Chapman and Bray",finance,8983,830670406,8720,web,2,1,2024-10-10 10:07:37.282695
Gentry-Smith,technology,7685,590031643,5381,web,2,1,2024-09-28 05:07:14.095158
Nunez Group,finance,8481,950324041,7307,email,1,1,2024-06-10 18:33:27.751440
Jackson Group,logistics,7191,829818572,8714,email,2,1,2024-06-24 22:51:24.465254
"Ramirez, Hubbard and Freeman",manufacturing,7101,19884164,8933,referral,2,1,2024-08-28 04:47:40.048898
"Bryant, Sanchez and Simmons",logistics,9915,601601191,8573,referral,1,1,2024-09-24 14:55:02.554356
"Ray, Smith and Goodman",logistics,9698,115619119,7755,cold_call,1,1,2024-08-26 00:43:21.956359
"Villarreal, Anderson and Chan",logistics,5926,340119662,7477,email,0,1,2024-06-02 08:05:04.070386
Wolf Group,finance,8840,628729464,10182,web,1,1,2025-02-08 21:07:03.918692
"Cannon, Scott and Hunt",manufacturing,7358,289054108,9277,email,3,1,2024-03-31 10:20:19.945360
Thomas-Dudley,technology,6538,432365727,5019,trade_show,4,1,2025-01-06 01:00:24.048760
Burke-Gregory,retail,7330,414608460,6097,referral,0,1,2024-08-15 15:30:27.655699
French and Sons,retail,7479,725107003,9408,cold_call,1,1,2024-12-10 15:54:27.501186
Chambers PLC,logistics,6251,317267944,5880,web,4,1,2024-08-06 05:40:50.443240
"Murphy, Hernandez and Scott",manufacturing,2263,569410234,1824,trade_show,3,1,2024-06-02 02:30:00.069175
Munoz-Harris,technology,9928,114270796,10083,trade_show,0,1,2024-10-08 20:31:24.748934
"Johnson, Carroll and Ryan",logistics,1344,828303525,1706,referral,1,1,2024-04-14 07:50:36.380888
"Moore, Ashley and Ware",retail,707,203797114,852,email,2,1,2025-02-11 16:16:31.124043
"Moore, Ayala and Casey",logistics,2317,751159251,1900,email,1,1,2025-03-10 22:31:34.555891
"Sandoval, Small and Jones",technology,9056,462420685,7941,cold_call,2,1,2024-11-24 03:09:20.311101
Henderson PLC,finance,8571,106215173,9553,web,2,1,2024-10-17 09:38:52.247618
Howard-Schneider,finance,1866,234209539,1866,referral,1,1,2024-03-28 04:21:41.346740
"Norman, Powell and Evans",finance,790,408524757,911,web,2,1,2025-02-05 03:27:45.808416
"Singh, Huynh and Shields",manufacturing,5989,913388964,7350,email,3,1,2025-01-23 17:31:24.806311
Mayo Ltd,logistics,4976,343803917,3932,trade_show,0,1,2024-07-10 06:33:42.123563
"Yang, Davis and Sawyer",finance,5609,528894144,7172,trade_show,2,1,2025-03-16 14:17:37.806518
"Jefferson, Miller and Martinez",technology,1803,31421330,2184,email,3,1,2024-07-08 03:51:21.367089
Wyatt PLC,logistics,671,90135516,678,referral,1,1,2024-06-26 08:44:14.422607
George Inc,technology,6481,898109811,7180,cold_call,4,1,2024-09-05 18:30:17.756089
Robles-Thomas,retail,7628,893031380,6685,cold_call,1,1,2024-08-18 20:49:38.180513
Thompson-Schultz,retail,962,801438204,733,referral,0,1,2024-06-07 14:10:59.805786
Levy-Haley,logistics,2980,346364364,2140,email,0,1,2024-08-19 23:46:39.235088
"Scott, Hill and Mccoy",finance,5636,131262672,7131,email,2,1,2024-11-06 15:11:09.175546
"Davis, Benitez and Gibbs",retail,4382,168750798,3859,trade_show,3,1,2024-08-07 20:23:34.460454
"Foster, Smith and Newman",finance,6319,233711770,7296,cold_call,1,1,2024-11-26 17:42:00.687413
Graves PLC,logistics,7193,987926391,8206,trade_show,3,1,2025-01-12 16:00:27.206540
Patton-Hicks,logistics,1051,600562328,1240,cold_call,1,1,2024-11-25 23:51:27.512272
Brown-Maldonado,finance,2574,628585370,3162,email,3,1,2024-06-11 20:39:28.545789
Escobar-Bailey,manufacturing,9587,363018199,12244,email,3,1,2024-06-12 11:04:55.741215
"Johnson, Bailey and King",technology,520,808875551,565,web,1,1,2025-02-23 22:04:32.001094
Brown-Goodwin,technology,2136,268662666,2332,referral,1,1,2024-12-25 20:50:01.735898
Beltran-Welch,logistics,1308,135029788,1080,web,3,1,2024-07-19 03:15:44.062040
Santos and Sons,logistics,7002,909327881,5134,trade_show,3,1,2024-06-01 18:24:57.034891
Zimmerman Ltd,finance,8090,447205349,7020,trade_show,3,1,2024-10-07 04:18:18.698202
Craig-Fuller,retail,9527,25905971,8000,trade_show,4,1,2024-10-11 15:06:16.854654
"Thompson, Ryan and Walker",retail,2612,741660238,2225,trade_show,0,1,2024-08-06 21:19:02.381280
"Smith, Anderson and Briggs",finance,2518,766214805,2505,referral,3,1,2024-03-31 00:18:05.632611
Lopez LLC,logistics,6600,155537408,5849,email,3,1,2024-03-28 11:56:19.091331
Ibarra-Hall,finance,920,754033310,694,cold_call,0,1,2024-09-17 15:11:17.290490
"Vance, Patterson and Lopez",logistics,4298,791591682,3326,trade_show,1,1,2024-10-14 07:42:55.603726
Miller Ltd,logistics,3581,632949944,3731,trade_show,5,1,2024-12-05 21:33:47.729256
Garcia LLC,logistics,2431,205362879,2260,web,2,1,2024-10-28 02:03:02.952271
"Burton, Levine and Serrano",logistics,7706,841193721,8120,referral,2,1,2025-01-13 09:24:31.425133
Black-Lloyd,manufacturing,8849,776142781,6520,web,1,1,2024-11-08 19:21:41.406178
Gonzales Group,retail,7182,436798974,5152,referral,2,1,2024-04-07 11:03:58.112980
Browning Group,logistics,3974,490133667,4427,referral,0,1,2024-07-06 01:13:11.797278
"Robles, Braun and Morris",finance,8250,40451598,10107,email,1,1,2024-09-11 11:50:10.114733
Jackson Group,manufacturing,3058,446271111,3603,trade_show,3,1,2024-09-17 16:01:36.507439
Gregory-Torres,logistics,7941,834971245,7971,cold_call,4,1,2025-02-06 12:22:53.763873
Rodriguez LLC,technology,7674,407239553,9967,cold_call,3,1,2024-11-17 22:13:19.039004
"Morgan, Luna and Lucas",finance,2273,141952050,2496,cold_call,1,1,2024-11-29 18:13:07.573438
Lawson Group,technology,1892,506732235,2015,email,1,1,2025-02-19 05:38:25.795208
Jacobs Inc,logistics,2602,369483912,2997,cold_call,2,1,2025-02-18 04:36:02.676965
Burton Inc,finance,8507,464254106,7379,cold_call,4,1,2024-07-24 12:10:35.382343
"Garcia, Patterson and Cardenas",logistics,2356,652612715,1923,cold_call,2,1,2025-02-06 18:14:09.883218
"Branch, Cantu and Myers",retail,6928,660289869,6257,trade_show,1,1,2024-11-30 03:47:24.230255
Mcclain-Mack,retail,4013,110854074,5072,cold_call,4,1,2024-07-21 20:48:45.421777
"Smith, Green and Reed",technology,9512,581998857,12334,cold_call,2,1,2024-04-08 06:40:49.742869
Mccarty Inc,finance,2119,885551861,1703,web,4,1,2024-09-14 13:49:45.030247
Alvarez-Meza,technology,6565,205962778,4786,email,2,1,2024-12-03 03:49:18.471074
Moreno Ltd,manufacturing,3633,87531554,3971,email,2,1,2024-05-27 01:02:57.485467
Sparks-Meyers,retail,4472,970295832,4481,trade_show,1,1,2024-12-04 18:10:14.469411
Fields-Yu,retail,2623,186343943,2823,trade_show,2,1,2024-09-19 12:36:43.731574
Miller-Perez,finance,8996,367689972,9965,referral,3,1,2024-10-21 06:02:19.817422
"Riley, Johnson and Mcfarland",technology,5634,467588830,4608,trade_show,1,1,2024-10-18 22:44:40.056006
Shelton Group,finance,6102,160114124,4885,trade_show,2,1,2024-12-29 15:42:30.970998
Randall PLC,retail,4349,35719490,3436,referral,2,1,2024-06-25 01:39:21.142317
Moody-Brown,manufacturing,5829,919564122,6036,email,2,1,2024-12-23 11:03:16.693431
"Bradley, Alvarez and Dickerson",retail,6264,998821401,7704,email,1,1,2024-12-05 07:05:52.962236
Ward LLC,retail,3925,832618542,2771,email,1,1,2025-03-18 10:06:12.379089
Brown-Wilkerson,logistics,8217,633275124,8543,cold_call,2,1,2024-12-08 14:40:04.079592
Payne and Sons,manufacturing,4359,678595636,4552,trade_show,2,1,2024-04-27 11:03:33.153635
"Holmes, Webb and Lee",finance,888,755544176,886,trade_show,3,1,2025-03-19 09:38:05.650290
Williams LLC,finance,5230,247688227,4689,email,3,1,2024-04-13 22:48:05.228429
Higgins-Snyder,retail,336,370904808,237,referral,2,1,2024-09-21 22:41:09.420570
Miller-Willis,manufacturing,8300,487747963,7147,trade_show,1,1,2025-01-19 16:53:58.066676
"Pruitt, Nelson and Becker",manufacturing,7805,619052816,6760,trade_show,2,1,2024-05-25 11:15:32.101043
Hebert PLC,manufacturing,9939,36825157,12314,referral,3,1,2025-02-21 18:40:06.902631
Ramos LLC,finance,3854,207391007,3228,cold_call,3,1,2025-01-13 01:18:02.589324
Miller-Young,technology,3493,987222635,4361,trade_show,2,1,2025-02-26 16:11:42.144261
"Ferguson, Gomez and Mooney",finance,8676,341556067,10618,cold_call,1,1,2024-05-19 02:36:23.918546
"Davis, Ewing and Bishop",logistics,7206,981996874,5203,referral,3,1,2025-01-06 04:12:46.929902
"Dixon, Sanford and Mendez",technology,6869,890648675,7818,trade_show,1,1,2024-05-10 23:19:09.764462
Henderson LLC,logistics,2194,151795510,2097,cold_call,1,1,2025-01-16 20:15:47.751593
"Garcia, Sutton and Bradley",technology,7406,311611620,7819,email,1,1,2025-02-11 14:26:45.526992
"Wiggins, Ward and Peters",finance,720,182544356,840,trade_show,5,1,2024-09-18 20:51:39.037318
Hoover and Sons,retail,8647,6924896,7267,referral,0,1,2024-06-03 21:08:00.106305
"Blackwell, Kim and Johnson",finance,1034,772350495,860,cold_call,0,1,2025-03-11 01:13:10.634307
Shah and Sons,technology,2203,349824562,2254,cold_call,4,1,2025-03-07 23:24:30.676928
Collins-Jackson,retail,6712,885147640,6411,cold_call,2,1,2024-10-05 08:28:51.761269
"Mullen, Mullins and Martin",retail,6752,207465390,8110,email,0,1,2024-08-18 08:01:09.873972
Bradshaw PLC,finance,5533,775305601,5238,cold_call,3,1,2024-10-14 13:27:54.484509
Hansen and Sons,finance,2602,771791189,2629,cold_call,2,1,2024-06-09 22:41:05.178092
Bates-Atkins,manufacturing,6883,128894896,8780,email,5,1,2024-10-20 01:03:39.507610
"Crawford, Smith and Hensley",technology,7429,998861880,8316,email,3,1,2024-06-08 13:01:07.179060
"Shepherd, Smith and Burns",logistics,835,63146823,874,trade_show,0,1,2025-01-15 01:12:42.009141
Arroyo-Baker,logistics,543,234697171,521,web,1,1,2024-10-09 08:02:43.391810
Brown Group,finance,4846,709378390,5217,trade_show,2,1,2025-03-16 12:40:16.828031
Morris and Sons,technology,3236,921683433,3994,trade_show,1,1,2024-10-01 23:18:35.055576
Wu and Sons,retail,418,320558748,498,cold_call,2,1,2024-09-05 06:08:08.716218
Crane-Moran,logistics,3917,859402704,3648,cold_call,2,1,2024-03-30 10:34:31.450577
Smith Group,technology,6826,780683453,5487,email,1,1,2024-11-11 08:23:45.197604
"Diaz, Smith and Garrett",retail,4818,166072999,5667,trade_show,1,1,2024-12-05 19:23:04.311687
Garner-Wong,logistics,1199,267209249,1542,web,3,1,2024-10-03 04:13:46.425585
Logan LLC,finance,3695,610085441,3507,trade_show,0,1,2025-01-03 23:10:44.282980
Callahan-Mitchell,logistics,1259,48499214,1109,cold_call,1,1,2025-01-18 02:44:44.424797
"Ward, Dyer and Myers",retail,9102,638585946,9559,trade_show,3,1,2024-11-08 14:03:41.970399
Jimenez Ltd,manufacturing,9688,23118021,10795,web,5,1,2025-02-07 23:07:13.113540
Day Inc,technology,1520,246508986,1181,cold_call,1,1,2024-05-06 03:51:46.286380
Anderson PLC,technology,3374,509534480,3920,cold_call,1,1,2024-06-12 15:25:22.264897
Gonzales LLC,retail,8806,932716474,6464,trade_show,5,1,2024-06-30 11:19:16.812499
"Phillips, Williams and Goodman",finance,592,397755381,605,web,1,1,2024-10-22 20:38:15.849689
"Campbell, West and Martinez",logistics,789,101027574,1024,cold_call,2,1,2024-11-16 06:51:11.320902
"Brown, Barker and Mullins",retail,7259,649672126,9112,email,2,1,2024-06-26 04:20:02.648487
"Williams, Garcia and Wells",retail,3815,333520313,3110,trade_show,0,1,2024-07-13 00:31:20.379244
Hernandez-Williams,technology,3226,691567886,2368,trade_show,2,1,2025-01-17 15:23:10.059447
Yang-Stuart,logistics,4483,624224264,4158,cold_call,1,1,2025-03-24 23:28:30.128439
"Romero, Morgan and Mason",logistics,5028,736002091,5484,cold_call,4,1,2024-10-18 13:03:03.444612
"Reyes, Wong and Barnes",finance,1001,160842323,1122,trade_show,1,1,2024-04-02 19:01:11.234323
"Owens, Kim and Fisher",manufacturing,8764,759596311,7901,referral,4,1,2024-07-03 20:06:35.739614
"Smith, Lara and Burgess",retail,4186,311600569,3078,web,1,1,2024-12-29 16:12:54.161552
"Holmes, Willis and Spears",technology,824,47118597,894,referral,3,1,2024-11-16 05:20:07.230776
"Butler, Santana and Allen",retail,9314,981193710,6553,referral,0,1,2024-04-17 10:11:02.253518
Munoz-Brown,retail,7047,666942033,8621,email,2,1,2024-05-27 14:33:01.418710
Russell Inc,manufacturing,7379,390243130,7737,cold_call,2,1,2024-10-22 09:45:41.175787
Barton-Stevens,technology,3344,406294326,3676,web,0,1,2024-12-05 20:12:09.640920
"Reeves, Parrish and Shelton",technology,811,770826143,968,web,2,1,2024-06-17 14:36:42.249034
Gray-Weiss,finance,9737,383252376,8218,web,1,1,2024-07-24 14:58:59.771651
"Medina, Pittman and Shaffer",logistics,4318,250334694,4759,email,0,1,2024-10-21 04:44:27.762487
Ramirez-Hughes,technology,2178,521524045,2727,trade_show,2,1,2024-09-04 10:38:34.567276
Stone-Blair,technology,9890,179790811,8964,email,3,1,2025-02-13 11:28:17.995214
Brown-Glover,logistics,2350,35939514,2044,trade_show,3,1,2024-11-22 12:52:47.168568
Long Inc,finance,3355,435511796,2679,cold_call,4,1,2024-12-21 15:34:25.328110
"Pham, Long and Taylor",logistics,7745,501596020,9640,trade_show,4,1,2024-10-03 10:24:07.775831
Lewis-Long,finance,2254,228971079,2069,referral,4,1,2025-02-14 16:34:58.533128
Jordan Group,logistics,5031,597776266,3761,cold_call,1,1,2024-09-22 15:17:41.380576
"Diaz, Hunter and Contreras",logistics,9923,206580378,7386,email,2,1,2024-06-19 00:58:56.711353
Stewart-Thornton,retail,8318,770140190,8641,trade_show,1,1,2024-04-01 18:53:42.583027
Castro LLC,manufacturing,6072,382653095,6405,web,3,1,2025-01-30 14:03:46.635336
Brady-Ramirez,manufacturing,7096,456439474,8747,email,4,1,2024-07-27 08:11:02.772211
Scott Inc,logistics,5625,219739097,4749,cold_call,1,1,2024-05-07 12:52:41.150533
Smith Group,retail,4351,555219756,4216,email,2,1,2025-01-29 09:35:21.190028
"Sutton, Gibson and Tucker",retail,1740,279352320,1282,email,3,1,2024-10-06 07:59:53.364861
West LLC,retail,4390,842101044,4453,email,2,1,2025-02-08 22:46:25.877734
"Clay, Smith and Douglas",logistics,7069,32456581,7512,referral,0,1,2024-10-10 03:29:01.905890
Mccullough-Bailey,manufacturing,8497,867037284,7264,cold_call,2,1,2025-02-28 05:31:48.951169
Hunt-Ramirez,technology,5315,205064353,4447,cold_call,1,1,2024-08-11 20:44:45.681112
"Williamson, Gonzalez and Rodgers",technology,7454,440070825,6110,web,3,1,2024-04-21 00:00:50.328120
Anderson-Terrell,logistics,2631,996511873,2783,email,2,1,2025-03-16 01:43:17.837736
"Anderson, Owen and Olson",manufacturing,7115,723542476,8091,cold_call,2,1,2024-09-26 07:28:23.385702
"Patterson, Montes and Nichols",technology,7341,117045151,7961,trade_show,2,1,2024-05-04 00:55:17.559709
"Duncan, Farmer and Wright",manufacturing,3595,634709073,4482,web,1,1,2024-07-15 23:54:48.157427
Jones-Barry,logistics,748,895057744,930,email,2,1,2024-10-22 11:02:02.206714
Hodges Group,manufacturing,2588,10940158,1960,referral,1,1,2024-08-26 06:02:32.559221
Molina Group,finance,2941,933793522,2463,web,2,1,2024-12-27 18:14:07.599084
Braun-Dorsey,retail,1565,258177512,1268,cold_call,3,1,2024-07-21 20:03:36.172698
Ruiz-Edwards,logistics,5331,324643482,6317,email,3,1,2024-12-24 11:30:28.193851
Powers Inc,retail,9656,993010365,7200,cold_call,3,1,2024-07-17 00:27:50.657887
Flores-Zimmerman,finance,441,494639630,462,trade_show,3,1,2025-03-18 05:32:52.184661
Brown PLC,retail,5088,18862728,5786,referral,1,1,2024-11-29 08:32:43.872088
Riley LLC,technology,4650,920738677,5423,email,0,1,2024-05-04 02:31:15.838302
"Taylor, Mckinney and Munoz",technology,1557,204630643,1744,email,3,1,2024-08-25 01:05:17.594096
Holt-Smith,technology,4201,406236310,3590,trade_show,2,1,2024-05-09 17:25:43.965872
Christensen-Hunt,finance,4024,937362962,3162,referral,2,1,2025-03-02 21:03:30.470428
Williams and Sons,logistics,2146,138224086,2279,web,4,1,2024-07-28 18:44:15.343631
Solomon Inc,manufacturing,9300,440705100,9152,referral,0,1,2024-07-03 07:06:26.561506
Krause-Moon,technology,6591,232936087,8120,email,3,1,2024-09-01 08:35:51.942805
Stanton-Ruiz,retail,8136,605304259,5862,web,1,1,2024-04-08 13:14:34.921286
Salazar-Scott,logistics,5165,234586254,5375,cold_call,3,1,2024-08-10 02:28:18.015683
"Mendez, Day and Yang",logistics,2132,789671866,2232,web,1,1,2025-02-06 11:10:11.904079
Kim-Sanders,technology,1970,971243240,2465,referral,1,1,2024-11-05 06:40:34.147057
Le-Martinez,finance,4952,433628994,6251,trade_show,3,1,2024-06-29 02:15:34.247619
"Myers, Rogers and Johnson",logistics,5810,540009797,4651,cold_call,4,1,2025-01-19 11:49:28.826094
Ryan LLC,logistics,5431,484035703,4205,email,2,1,2025-03-01 03:09:13.608090
Duran PLC,manufacturing,3669,571923352,4284,web,3,1,2024-08-29 10:48:48.041085
Hayden-Trevino,manufacturing,9959,422023304,10987,trade_show,4,1,2024-11-18 03:29:27.833363
Nunez PLC,retail,1598,719861297,1276,trade_show,3,1,2024-08-18 23:45:27.440565
Ray-Cervantes,technology,1254,342275385,1248,trade_show,2,1,2025-01-04 16:59:34.401268
Green PLC,retail,5625,170019732,4348,web,1,1,2024-05-13 16:40:29.810195
"Cantu, Perez and Marshall",manufacturing,8241,254373255,8623,web,1,1,2024-11-27 16:10:58.746449
Glenn-Carpenter,manufacturing,6196,533081897,6383,email,1,1,2024-06-07 09:40:21.201277
"Lopez, Fuller and Hamilton",retail,7883,655407078,9292,email,2,1,2024-06-07 06:28:28.923733
Suarez Ltd,manufacturing,7162,541328902,7210,trade_show,1,1,2024-06-03 22:47:39.622676
Hill-Curtis,finance,8175,55128392,7604,referral,6,1,2024-11-01 15:14:02.723781
Higgins-Taylor,manufacturing,4649,607292554,3383,email,0,1,2024-07-02 02:19:24.850447
Delacruz Inc,logistics,9314,443706937,8187,referral,2,1,2024-08-10 06:09:55.852398
"Jimenez, Webb and Knight",logistics,3116,943270319,3288,web,0,1,2024-10-06 20:18:39.950627
Hubbard Group,retail,5870,329012582,6279,cold_call,2,1,2024-11-12 21:10:01.684558
Sharp-Harris,logistics,7907,615026757,7999,cold_call,1,1,2024-07-20 07:42:04.747225
"Vaughn, Herrera and Castro",logistics,9270,152618275,6587,referral,2,1,2024-08-01 23:47:05.446187
Black-Mcmillan,logistics,5879,866859989,6337,trade_show,0,1,2024-10-20 12:40:10.161831
"Walker, Edwards and Wilson",logistics,9291,977684751,10287,web,1,1,2025-01-17 10:45:31.057219
"Jones, Anderson and Brooks",manufacturing,7765,484944314,5812,trade_show,5,1,2024-09-02 21:19:39.061922
Daniels-Parker,logistics,9367,651586692,10831,trade_show,1,1,2025-01-30 05:07:31.661240
Carpenter-Freeman,logistics,7398,886528144,6944,trade_show,2,1,2024-04-02 14:24:37.439055
Merritt LLC,technology,2449,383054811,2411,web,1,1,2024-08-29 20:31:40.056311
"Hatfield, Bailey and Caldwell",retail,2046,331164781,1981,email,0,1,2024-10-15 06:33:34.069728
Huynh-Levy,technology,6336,901506735,5571,email,2,1,2025-02-07 21:51:32.369428
Jones-Snow,manufacturing,2137,855430359,2158,web,2,1,2024-05-22 01:50:12.170979
"Adams, Hawkins and Goodman",technology,7240,886618353,8271,email,3,1,2024-10-11 11:15:48.090328
"Owens, Andrews and Newman",logistics,2152,123861204,2359,cold_call,0,1,2024-07-16 12:56:17.399324
Jackson-Parker,retail,7590,434500132,8648,trade_show,3,1,2024-08-27 14:25:44.342749
"Jacobson, Brown and Solis",finance,268,106423101,336,email,1,1,2025-02-11 15:34:45.602846
"Miller, Carter and Potts",technology,6353,575417175,5973,cold_call,2,1,2024-10-01 23:20:06.990074
Haney Ltd,retail,970,272626720,960,referral,2,1,2024-12-18 08:49:50.261431
Reyes LLC,retail,401,808587485,306,web,1,1,2024-06-21 22:21:54.136701
Andrews-Phillips,logistics,6144,874439035,4436,cold_call,2,1,2024-09-28 07:52:10.811942
Jackson-Ortiz,technology,9104,6546400,6719,email,3,1,2024-12-26 09:23:20.009587
Williams-Burton,retail,2542,488862810,2894,trade_show,4,1,2024-09-26 21:06:10.792970
Wallace-Boyd,retail,6454,583912912,6899,trade_show,0,1,2024-10-05 05:52:39.775683
Fitzgerald-Mendoza,technology,3324,132135689,2482,email,0,1,2024-04-23 01:04:07.737045
Huang-Smith,technology,462,249898997,394,referral,4,1,2024-09-07 10:40:45.884638
Rogers and Sons,logistics,1515,107326344,1901,referral,4,1,2024-07-15 13:43:35.130849
Guerra and Sons,retail,8500,808779689,9200,trade_show,2,1,2025-01-26 02:18:00.798612
"Saunders, Payne and Lucero",technology,6053,683894063,5713,trade_show,1,1,2024-08-20 21:51:26.850962
Martin Ltd,technology,1484,928662602,1576,referral,4,1,2024-08-03 11:43:37.243185
Dennis-Merritt,technology,1835,397509217,1417,web,3,1,2024-06-01 21:31:09.064650
Stewart Ltd,logistics,7095,241923254,6516,cold_call,0,1,2024-12-06 12:05:45.616905
Ellison-Mathews,logistics,2340,185547578,2010,email,2,1,2024-10-11 20:25:24.939823
"Mitchell, King and Gutierrez",logistics,9333,989567978,10437,email,2,1,2024-07-31 12:58:32.128777
"Simpson, Campos and Williams",technology,1451,777392118,1445,web,1,1,2025-03-19 19:26:04.067409
"Johnson, Martinez and Jackson",finance,3927,336964756,4239,email,0,1,2024-08-27 09:59:26.388730
Salazar Inc,logistics,5795,210901637,6666,trade_show,2,1,2024-12-28 00:16:16.953598
Daniels-Stevens,retail,2343,555423682,1889,trade_show,2,1,2024-08-15 15:45:43.118749
Rollins-Lloyd,finance,9093,729733428,11134,web,2,1,2024-12-27 18:57:21.113768
"Sawyer, Hanna and Clements",retail,5814,372204255,6988,web,2,1,2024-10-09 14:15:54.975315
"Ellison, Powell and Haney",retail,7313,221071891,6543,cold_call,2,1,2024-08-15 04:15:39.580635
Jordan-Stone,technology,8554,358033026,6675,cold_call,3,1,2024-08-10 09:31:41.120590
Walker Ltd,logistics,8915,815210700,9832,email,1,1,2025-02-11 13:20:01.581804
Torres Group,logistics,9119,789426521,9598,trade_show,1,1,2024-07-22 11:37:24.385159
"Hayes, Kelly and Robbins",logistics,7788,122924370,9575,referral,4,1,2024-04-30 17:13:44.363784
York LLC,retail,8451,669746989,10464,web,5,1,2025-02-02 13:25:34.754636
"Duarte, Phillips and Turner",retail,2723,883861555,2354,email,1,1,2024-05-23 10:43:46.096153
Becker Inc,technology,9014,875762638,9016,email,7,1,2024-12-24 07:23:06.795553
"Davis, Knight and Holt",technology,2123,917529635,1667,email,2,1,2024-05-07 07:10:08.018243
Anderson-Conley,finance,3116,673453568,2627,email,0,1,2024-10-11 17:11:40.409448
Young-Chavez,technology,5158,963903526,6269,web,3,1,2024-08-30 20:19:40.437133
Macdonald-Webb,finance,775,503525899,823,trade_show,1,1,2024-07-24 11:14:45.833610
"Rodriguez, Espinoza and Ballard",retail,6674,597836897,7612,email,6,1,2024-11-06 06:12:58.843274
"Davis, Dominguez and Acevedo",manufacturing,3172,511675432,2842,referral,2,1,2025-02-07 10:48:09.569380
Brooks-Wong,logistics,7436,399682985,7087,web,3,1,2024-07-28 11:23:20.682247
Cain and Sons,retail,6805,108156156,7300,referral,0,1,2024-11-02 07:16:46.246732
White-Valdez,retail,7309,230812412,6466,referral,0,1,2024-06-17 19:44:44.406265
Scott-Buck,finance,5361,662228571,6538,email,2,1,2024-07-04 23:54:54.699466
"Jones, Nelson and Long",technology,6412,134020791,7340,cold_call,1,1,2024-08-15 23:50:02.238503
Patterson Ltd,logistics,4938,124173742,5970,trade_show,3,1,2025-03-24 23:35:32.256016
Taylor-Green,manufacturing,5146,384277310,5693,referral,2,1,2024-09-08 18:50:36.714247
Robles-Brown,manufacturing,3931,587354426,4643,referral,0,1,2024-10-11 04:29:35.978004
Smith Ltd,technology,1118,434557207,1439,web,1,1,2024-12-07 09:00:22.535002
"Johnson, Cunningham and Luna",manufacturing,5963,906496724,4207,email,3,1,2024-11-16 15:08:59.442418
Perez-Gutierrez,logistics,8528,492373558,6368,cold_call,3,1,2024-07-29 01:01:45.912005
Davis Inc,manufacturing,2152,659084252,1979,cold_call,4,1,2024-12-06 09:16:13.831355
Reid-Monroe,retail,8708,361214157,8261,cold_call,3,1,2024-08-07 09:20:46.889558
Black LLC,technology,5811,560413828,6443,email,0,1,2024-06-23 18:45:52.886878
"Hernandez, Murphy and Allen",manufacturing,7067,759464694,5567,trade_show,0,1,2025-01-31 14:11:32.365977
James Inc,finance,322,606971714,346,referral,0,1,2024-12-16 11:58:44.919979
Alvarez Ltd,retail,1057,381537846,1263,web,1,1,2024-11-01 12:38:06.580483
Nielsen-Rice,manufacturing,2116,693491412,1920,referral,2,1,2024-11-30 06:59:44.263890
Christensen Inc,technology,7064,396451238,5062,web,4,1,2024-06-14 09:42:33.436353
"Shaw, Curtis and Johns",finance,3439,428884265,3362,trade_show,0,1,2024-10-02 09:53:23.660415
"Conner, Johnson and Jarvis",logistics,6524,412490180,6729,trade_show,3,1,2024-07-24 04:37:49.717061
Mejia PLC,logistics,384,438449097,368,referral,3,1,2024-11-19 07:08:38.489881
Kidd Ltd,finance,8075,37730228,10259,web,3,1,2024-08-11 07:40:32.549191
Watson and Sons,logistics,1375,861872428,1473,cold_call,4,1,2024-08-10 10:17:57.163905
